"species_code","Source","mean_Contr","sd_Contr","p5_Contr","p95_Contr"
"pensets","CRAVIR",0.154064756824566,0.0888564021711223,0.0148382156595745,0.302352242292337
"pensets","bostrychia",0.0261221494237638,0.0282720160348103,0.000307673149075171,0.0840500278703731
"pensets","live mangrove leaves",0.508092593178974,0.0788602994961612,0.375438761691858,0.636541879228469
"pensets","live spartina leaves and stems",0.311720500572695,0.0711567595205983,0.190678729717044,0.428709733996327
