"species_code","tef_step","hv_size","TL","bostrychia","CRAVIR","live.mangrove.leaves","live.spartina.leaves.and.stems"
"pensets","2.0",591.343474373423,0.0237255833427112,0.303708343180829,-0.0994689324793409,0.0195241473184918,-0.0198308521161776
