"species_code","Source","mean_Contr","sd_Contr","p5_Contr","p95_Contr"
"pensets","CRAVIR",0.170588338743527,0.0922750936933585,0.0212264319943539,0.323332263720035
"pensets","bostrychia",0.0274355072466418,0.0295167551831319,0.000277297422259072,0.0882790683101111
"pensets","live mangrove leaves",0.455454936202685,0.076898416075591,0.329531101971329,0.58177365837493
"pensets","live spartina leaves and stems",0.346521217807146,0.0695360194756917,0.226319745375269,0.45820237132662
