"species_code","Source","mean_Contr","sd_Contr","p5_Contr","p95_Contr"
"pensets","CRAVIR",0.188614660990553,0.104112069969601,0.0199933227215332,0.359716292416866
"pensets","bostrychia",0.030498191609624,0.034000744607104,0.000223661261462574,0.100355871771769
"pensets","live mangrove leaves",0.397038978265022,0.0835576189056785,0.253462768367759,0.529382374815329
"pensets","live spartina leaves and stems",0.383848169134801,0.0764646222940756,0.259951249634128,0.512457084460924
