"species_code","Source","mean_Contr","sd_Contr","p5_Contr","p95_Contr"
"pensets","CRAVIR",0.15815937883326,0.0926044482473442,0.0125162690814137,0.313741715432101
"pensets","bostrychia",0.0269152361771591,0.0307390797177811,0.000130649464897924,0.0877578407037349
"pensets","live mangrove leaves",0.502416426241945,0.0831785483106928,0.360826132532096,0.636038808275612
"pensets","live spartina leaves and stems",0.312508958747636,0.0781415875426641,0.184935567225688,0.443019367732533
