"species_code","tef_step","hv_size","TL","bostrychia","CRAVIR","live.mangrove.leaves","live.spartina.leaves.and.stems"
"pensets","1.5",513.229880456287,0.0162620578996703,0.29176034032095,-0.128893551019694,0.101083022106875,-0.0764514274919736
