"species_code","Source","mean_Contr","sd_Contr","p5_Contr","p95_Contr"
"pensets","CRAVIR",0.174786050427224,0.096798662575066,0.0197576027444832,0.335477644427585
"pensets","bostrychia",0.0291148305845704,0.0314177691759775,0.000177099058062451,0.092720308272124
"pensets","live mangrove leaves",0.449302106802673,0.0869245916811841,0.308057617164194,0.593873891464772
"pensets","live spartina leaves and stems",0.346797012185532,0.0770802945415426,0.215393009151714,0.467304506797378
