"species_code","Source","mean_Contr","sd_Contr","p5_Contr","p95_Contr"
"pensets","CRAVIR",0.152473816392379,0.0926759115971364,0.0105934568044353,0.310543235421806
"pensets","bostrychia",0.0275329962141609,0.0305120678188104,0.000242389443188201,0.0884177822736417
"pensets","live mangrove leaves",0.505687402692302,0.0817764217588007,0.362714558823313,0.629880210921082
"pensets","live spartina leaves and stems",0.314305784701158,0.0756593677713469,0.194392724712137,0.443749596161733
