"species_code","Source","mean_Contr","sd_Contr","p5_Contr","p95_Contr"
"pensets","CRAVIR",0.164095986964638,0.0950660368975143,0.0122018779206061,0.321491876265756
"pensets","bostrychia",0.029022064272074,0.0304703891520561,0.000513516225479167,0.0898040432703607
"pensets","live mangrove leaves",0.456662875143185,0.0783381864524296,0.323567373811732,0.583597999548754
"pensets","live spartina leaves and stems",0.350219073620102,0.0706265682454072,0.231523688438668,0.468135929101454
