"species_code","Source","mean_Contr","sd_Contr","p5_Contr","p95_Contr"
"pensets","CRAVIR",0.138343892772988,0.0920194400308533,0.0046437629095677,0.297394144665138
"pensets","bostrychia",0.0277188001152612,0.0303945898302721,0.000307728599069032,0.0894972671341712
"pensets","live mangrove leaves",0.557122421398656,0.0907568169512205,0.410972544843132,0.707686720117967
"pensets","live spartina leaves and stems",0.276814885713094,0.0832159269174267,0.136711516281202,0.408997984816773
