"species_code","tef_step","hv_size","TL","bostrychia","CRAVIR","live.mangrove.leaves","live.spartina.leaves.and.stems"
"pensets","2.5",540.262467389021,-0.00283839123081959,0.270435487911885,-0.0594275739084031,0.0387306039461095,-0.0803184731539854
