"species_code","tef_step","hv_size","TL","bostrychia","CRAVIR","live.mangrove.leaves","live.spartina.leaves.and.stems"
"pensets","2.5",578.764442466659,0.00445078324583409,0.342237254499631,-0.0762377408159617,-0.0170466528735185,-0.0291203180916553
