"species_code","Source","mean_Contr","sd_Contr","p5_Contr","p95_Contr"
"pensets","CRAVIR",0.146845852391556,0.0923813102911634,0.0088377203649982,0.305413771836598
"pensets","bostrychia",0.0304550263125252,0.0312892762938863,0.000351162549039979,0.0926782845309367
"pensets","live mangrove leaves",0.506241722044219,0.0826818148723577,0.364184157999379,0.635098829014934
"pensets","live spartina leaves and stems",0.3164573992517,0.0755863087300036,0.196053563954106,0.444717465542331
