"species_code","Source","mean_Contr","sd_Contr","p5_Contr","p95_Contr"
"pensets","CRAVIR",0.155474005225745,0.0954720659647229,0.00842330091210742,0.317018104071389
"pensets","bostrychia",0.0277608017632744,0.0311350666896024,0.00017412906664162,0.0913473305635941
"pensets","live mangrove leaves",0.505649016764688,0.0895127234407944,0.359912162724991,0.652440653856872
"pensets","live spartina leaves and stems",0.311116176246293,0.0798431976312861,0.177209025195911,0.438122290005857
