"species_code","tef_step","hv_size","TL","bostrychia","CRAVIR","live.mangrove.leaves","live.spartina.leaves.and.stems"
"pensets","2.5",538.170890985916,0.0106839453299552,0.278419154486821,-0.0340788758210918,-0.00622595484764914,-0.0596598967169924
